# t id iq if torque pcu uutil
1.948309421 0.350000000 1.569767442 0.825000000 0.762906977 0.495542171 0.896873825
2.018123390 0.350000000 1.555232558 0.837500000 0.762841570 0.490768480 0.901561325
2.087937360 0.350000000 1.540697674 0.850000000 0.762645349 0.486099892 0.906248825
2.157751329 0.350000000 1.526162791 0.862500000 0.762318314 0.481536408 0.910936325
2.227565299 0.350000000 1.511627907 0.875000000 0.761860465 0.477078029 0.915623825
2.297379268 0.350000000 1.497093023 0.887500000 0.761271802 0.472724753 0.920311325
2.367193237 0.350000000 1.482558140 0.900000000 0.760552326 0.468476582 0.924998825
2.437007207 0.350000000 1.468023256 0.912500000 0.759702035 0.464333515 0.929686325
2.506821176 0.350000000 1.453488372 0.925000000 0.758720930 0.460295552 0.934373825
2.576635145 0.350000000 1.438953488 0.937500000 0.757609012 0.456362693 0.939061325
2.646449115 0.350000000 1.424418605 0.950000000 0.756366279 0.452534938 0.943748825
2.716263084 0.350000000 1.409883721 0.962500000 0.754992733 0.448812287 0.948436325
2.786077054 0.350000000 1.395348837 0.975000000 0.753488372 0.445194740 0.953123825
2.855891023 0.350000000 1.380813953 0.987500000 0.751853198 0.441682298 0.957811325
2.925704992 0.350000000 1.366279070 1.000000000 0.750087209 0.438274959 0.962498825
2.995518962 0.350000000 1.351744186 1.012500000 0.748190407 0.434972725 0.967186325
3.065332931 0.350000000 1.337209302 1.025000000 0.746162791 0.431775595 0.971873825
3.135146901 0.350000000 1.322674419 1.037500000 0.744004360 0.428683569 0.976561325
3.204960870 0.350000000 1.308139535 1.050000000 0.741715116 0.425696647 0.981248825
3.274774839 0.350000000 1.293604651 1.062500000 0.739295058 0.422814829 0.985936325
3.344588809 0.350000000 1.279069767 1.075000000 0.736744186 0.420038115 0.990623825
3.414402778 0.350000000 1.264534884 1.087500000 0.734062500 0.417366506 0.995311325
3.484216748 0.350000000 1.250000000 1.100000000 0.731250000 0.414800000 0.999998825
