id iq logcond
-0.9500000 0.8770732 0.7568867
-0.9500000 0.9190244 0.7714375
-0.9500000 0.9609756 0.7864941
-0.9500000 1.0029268 0.8020491
-0.9500000 1.0448780 0.8180968
-0.9500000 1.0868293 0.8346333
-0.9500000 1.1287805 0.8516568
-0.9500000 1.1707317 0.8691674
-0.9500000 1.2126829 0.8871675
-0.9500000 1.2546341 0.9056616
-0.9500000 1.2965854 0.9246565
-0.9500000 1.3385366 0.9441614
-0.9500000 1.3804878 0.9641882
-0.9500000 1.4224390 0.9847517
-0.9500000 1.4643902 1.0058695
-0.9500000 1.5063415 1.0275627
-0.9500000 1.5482927 1.0498560
-0.9500000 1.5902439 1.0727780
-0.9500000 1.6321951 1.0963622
-0.9500000 1.6741463 1.1206470
-0.9500000 1.7160976 1.1456766
-0.9500000 1.7580488 1.1715022
-0.9500000 1.8000000 1.1981827
-0.9000000 0.0800000 0.6034201
-0.9000000 0.1219512 0.6052166
-0.9000000 0.1639024 0.6077520
-0.9000000 0.2058537 0.6110185
-0.9000000 0.2478049 0.6150066
-0.9000000 0.2897561 0.6197049
-0.9000000 0.3317073 0.6251006
-0.9000000 0.3736585 0.6311793
-0.9000000 0.4156098 0.6379260
-0.9000000 0.4575610 0.6453246
-0.9000000 0.4995122 0.6533585
-0.9000000 0.5414634 0.6620111
-0.9000000 0.5834146 0.6712654
-0.9000000 0.6253659 0.6811051
-0.9000000 0.6673171 0.6915138
-0.9000000 0.7092683 0.7024760
-0.9000000 0.7512195 0.7139769
-0.9000000 0.7931707 0.7260026
-0.9000000 0.8351220 0.7385402
-0.9000000 0.8770732 0.7515780
-0.9000000 0.9190244 0.7651055
-0.9000000 0.9609756 0.7791135
-0.9000000 1.0029268 0.7935942
-0.9000000 1.0448780 0.8085413
-0.9000000 1.0868293 0.8239498
-0.9000000 1.1287805 0.8398166
-0.9000000 1.1707317 0.8561399
-0.9000000 1.2126829 0.8729198
-0.9000000 1.2546341 0.8901582
-0.9000000 1.2965854 0.9078585
-0.9000000 1.3385366 0.9260265
-0.9000000 1.3804878 0.9446698
-0.9000000 1.4224390 0.9637981
-0.9000000 1.4643902 0.9834235
-0.9000000 1.5063415 1.0035608
-0.9000000 1.5482927 1.0242272
-0.9000000 1.5902439 1.0454431
-0.9000000 1.6321951 1.0672323
-0.9000000 1.6741463 1.0896220
-0.9000000 1.7160976 1.1126437
-0.9000000 1.7580488 1.1363336
-0.9000000 1.8000000 1.1607330
-0.8500000 0.0800000 0.6104865
-0.8500000 0.1219512 0.6121353
-0.8500000 0.1639024 0.6144630
-0.8500000 0.2058537 0.6174635
-0.8500000 0.2478049 0.6211288
-0.8500000 0.2897561 0.6254499
-0.8500000 0.3317073 0.6304161
-0.8500000 0.3736585 0.6360158
-0.8500000 0.4156098 0.6422364
-0.8500000 0.4575610 0.6490647
-0.8500000 0.4995122 0.6564868
-0.8500000 0.5414634 0.6644885
-0.8500000 0.5834146 0.6730558
-0.8500000 0.6253659 0.6821743
-0.8500000 0.6673171 0.6918301
-0.8500000 0.7092683 0.7020096
-0.8500000 0.7512195 0.7126998
-0.8500000 0.7931707 0.7238882
-0.8500000 0.8351220 0.7355632
-0.8500000 0.8770732 0.7477141
-0.8500000 0.9190244 0.7603309
-0.8500000 0.9609756 0.7734048
-0.8500000 1.0029268 0.7869281
-0.8500000 1.0448780 0.8008941
-0.8500000 1.0868293 0.8152976
-0.8500000 1.1287805 0.8301342
-0.8500000 1.1707317 0.8454013
-0.8500000 1.2126829 0.8610974
-0.8500000 1.2546341 0.8772223
-0.8500000 1.2965854 0.8937777
-0.8500000 1.3385366 0.9107663
-0.8500000 1.3804878 0.9281929
-0.8500000 1.4224390 0.9460638
-0.8500000 1.4643902 0.9643872
-0.8500000 1.5063415 0.9831732
-0.8500000 1.5482927 1.0024340
-0.8500000 1.5902439 1.0221842
-0.8500000 1.6321951 1.0424407
-0.8500000 1.6741463 1.0632233
-0.8500000 1.7160976 1.0845547
-0.8500000 1.7580488 1.1064610
-0.8500000 1.8000000 1.1289720
-0.8000000 0.0800000 0.6174515
-0.8000000 0.1219512 0.6189725
-0.8000000 0.1639024 0.6211206
-0.8000000 0.2058537 0.6238905
-0.8000000 0.2478049 0.6272760
-0.8000000 0.2897561 0.6312693
-0.8000000 0.3317073 0.6358618
-0.8000000 0.3736585 0.6410437
-0.8000000 0.4156098 0.6468047
-0.8000000 0.4575610 0.6531336
-0.8000000 0.4995122 0.6600187
-0.8000000 0.5414634 0.6674480
-0.8000000 0.5834146 0.6754094
-0.8000000 0.6253659 0.6838907
-0.8000000 0.6673171 0.6928798
-0.8000000 0.7092683 0.7023648
-0.8000000 0.7512195 0.7123341
-0.8000000 0.7931707 0.7227768
-0.8000000 0.8351220 0.7336823
-0.8000000 0.8770732 0.7450407
-0.8000000 0.9190244 0.7568429
-0.8000000 0.9609756 0.7690806
-0.8000000 1.0029268 0.7817462
-0.8000000 1.0448780 0.7948331
-0.8000000 1.0868293 0.8083357
-0.8000000 1.1287805 0.8222495
-0.8000000 1.1707317 0.8365708
-0.8000000 1.2126829 0.8512972
-0.8000000 1.2546341 0.8664275
-0.8000000 1.2965854 0.8819615
-0.8000000 1.3385366 0.8979004
