id iq logcond
-0.6976190 0.2478049 0.2582033
-0.6976190 0.2897561 0.2820304
-0.6976190 0.3317073 0.3074013
-0.6976190 0.3736585 0.3336449
-0.6976190 0.4156098 0.3602702
-0.6976190 0.4575610 0.3869290
-0.6976190 0.4995122 0.4133816
-0.6976190 0.5414634 0.4394680
-0.6976190 0.5834146 0.4650854
-0.6976190 0.6253659 0.4901714
-0.6976190 0.6673171 0.5146915
-0.6976190 0.7092683 0.5386311
-0.6976190 0.7512195 0.5619888
-0.6976190 0.7931707 0.5847720
-0.6976190 0.8351220 0.6069941
-0.6976190 0.8770732 0.6286722
-0.6976190 0.9190244 0.6498257
-0.6976190 0.9609756 0.6704749
-0.6976190 1.0029268 0.6906407
-0.6976190 1.0448780 0.7103436
-0.6976190 1.0868293 0.7296038
-0.6976190 1.1287805 0.7484410
-0.6976190 1.1707317 0.7668739
-0.6976190 1.2126829 0.7849203
-0.6976190 1.2546341 0.8025971
-0.6976190 1.2965854 0.8199206
-0.6976190 1.3385366 0.8369057
-0.6976190 1.3804878 0.8535668
-0.6976190 1.4224390 0.8699174
-0.6976190 1.4643902 0.8859701
-0.6976190 1.5063415 0.9017369
-0.6976190 1.5482927 0.9172289
-0.6976190 1.5902439 0.9324568
-0.6976190 1.6321951 0.9474306
-0.6976190 1.6741463 0.9621595
-0.6976190 1.7160976 0.9766524
-0.6976190 1.7580488 0.9909177
-0.6976190 1.8000000 1.0049633
-0.6428571 0.0800000 0.3068065
-0.6428571 0.1219512 0.3243395
-0.6428571 0.1639024 0.3364348
-0.6428571 0.2058537 0.3440048
-0.6428571 0.2478049 0.3483256
-0.6428571 0.2897561 0.3509079
-0.6428571 0.3317073 0.3542795
-0.6428571 0.3736585 0.3656456
-0.6428571 0.4156098 0.3868517
-0.6428571 0.4575610 0.4103550
-0.6428571 0.4995122 0.4339752
-0.6428571 0.5414634 0.4573091
-0.6428571 0.5834146 0.4802661
-0.6428571 0.6253659 0.5028264
-0.6428571 0.6673171 0.5249886
-0.6428571 0.7092683 0.5467556
-0.6428571 0.7512195 0.5681310
-0.6428571 0.7931707 0.5891186
-0.6428571 0.8351220 0.6097226
-0.6428571 0.8770732 0.6299475
-0.6428571 0.9190244 0.6497988
-0.6428571 0.9609756 0.6692827
-0.6428571 1.0029268 0.6884062
-0.6428571 1.0448780 0.7071769
-0.6428571 1.0868293 0.7256030
-0.6428571 1.1287805 0.7436934
-0.6428571 1.1707317 0.7614568
-0.6428571 1.2126829 0.7789025
-0.6428571 1.2546341 0.7960396
-0.6428571 1.2965854 0.8128774
-0.6428571 1.3385366 0.8294250
-0.6428571 1.3804878 0.8456913
-0.6428571 1.4224390 0.8616851
-0.6428571 1.4643902 0.8774148
-0.6428571 1.5063415 0.8928889
-0.6428571 1.5482927 0.9081152
-0.6428571 1.5902439 0.9231015
-0.6428571 1.6321951 0.9378552
-0.6428571 1.6741463 0.9523836
-0.6428571 1.7160976 0.9666934
-0.6428571 1.7580488 0.9807912
-0.6428571 1.8000000 0.9946835
-0.5880952 0.0800000 0.9298432
-0.5880952 0.1219512 0.8902887
-0.5880952 0.1639024 0.8385333
-0.5880952 0.2058537 0.7847969
-0.5880952 0.2478049 0.7341538
-0.5880952 0.2897561 0.6886664
-0.5880952 0.3317073 0.6489098
-0.5880952 0.3736585 0.6148100
-0.5880952 0.4156098 0.5860736
-0.5880952 0.4575610 0.5624432
-0.5880952 0.4995122 0.5439657
-0.5880952 0.5414634 0.5315469
-0.5880952 0.5834146 0.5277825
-0.5880952 0.6253659 0.5345484
-0.5880952 0.6673171 0.5482892
-0.5880952 0.7092683 0.5649195
-0.5880952 0.7512195 0.5826352
-0.5880952 0.7931707 0.6007487
-0.5880952 0.8351220 0.6189695
-0.5880952 0.8770732 0.6371574
-0.5880952 0.9190244 0.6552365
-0.5880952 0.9609756 0.6731618
-0.5880952 1.0029268 0.6909050
-0.5880952 1.0448780 0.7084475
-0.5880952 1.0868293 0.7257768
-0.5880952 1.1287805 0.7428847
-0.5880952 1.1707317 0.7597662
-0.5880952 1.2126829 0.7764184
-0.5880952 1.2546341 0.7928401
-0.5880952 1.2965854 0.8090317
-0.5880952 1.3385366 0.8249945
-0.5880952 1.3804878 0.8407306
-0.5880952 1.4224390 0.8562428
-0.5880952 1.4643902 0.8715344
-0.5880952 1.5063415 0.8866090
-0.5880952 1.5482927 0.9014707
-0.5880952 1.5902439 0.9161235
-0.5880952 1.6321951 0.9305718
-0.5880952 1.6741463 0.9448198
-0.5880952 1.7160976 0.9588719
-0.5880952 1.7580488 0.9727326
-0.5880952 1.8000000 0.9864061
-0.5333333 0.0800000 0.7073226
-0.5333333 0.1219512 0.8174684
