# t id iq if torque pcu uutil
1.380153929 0.237751460 0.250359287 0.816948835 0.105773637 0.099161533 0.900915136
1.420100603 0.233087974 0.250753830 0.824720104 0.106010380 0.100372788 0.903829362
1.460047278 0.228424488 0.251148372 0.832491372 0.106247344 0.101605546 0.906743588
1.499993953 0.223761002 0.251542915 0.840262641 0.106484528 0.102859809 0.909657814
1.539940627 0.219097516 0.251937458 0.848033909 0.106721933 0.104135574 0.912572039
1.579887302 0.214434030 0.252332000 0.855805178 0.106959558 0.105432843 0.915486265
1.619833977 0.209770544 0.252726543 0.863576447 0.107197404 0.106751615 0.918400491
1.659780651 0.205107058 0.253121085 0.871347715 0.107435470 0.108091891 0.921314716
1.699727326 0.200443572 0.253515628 0.879118984 0.107673757 0.109453670 0.924228942
1.739674001 0.195780086 0.253910171 0.886890252 0.107912264 0.110836953 0.927143168
1.779620675 0.191116600 0.254304713 0.894661521 0.108150991 0.112241739 0.930057394
1.819567350 0.186453114 0.254699256 0.902432790 0.108389939 0.113668029 0.932971619
1.859514025 0.181789628 0.255093799 0.910204058 0.108629107 0.115115822 0.935885845
1.899460699 0.177126142 0.255488341 0.917975327 0.108868496 0.116585118 0.938800071
1.939407374 0.172462656 0.255882884 0.925746595 0.109108106 0.118075918 0.941714297
1.979354049 0.167799170 0.256277426 0.933517864 0.109347935 0.119588221 0.944628522
2.019300723 0.163135684 0.256671969 0.941289133 0.109587986 0.121122028 0.947542748
2.059247398 0.158472198 0.257066512 0.949060401 0.109828256 0.122677338 0.950456974
2.099194073 0.153808712 0.257461054 0.956831670 0.110068747 0.124254152 0.953371199
2.139140747 0.149145226 0.257855597 0.964602938 0.110309459 0.125852469 0.956285425
2.179087422 0.144481740 0.258250140 0.972374207 0.110550391 0.127472289 0.959199651
2.219034097 0.139818254 0.258644682 0.980145476 0.110791543 0.129113613 0.962113877
2.258980771 0.135154768 0.259039225 0.987916744 0.111032916 0.130776440 0.965028102
2.298927446 0.130491282 0.259433767 0.995688013 0.111274509 0.132460771 0.967942328
2.338874121 0.125827796 0.259828310 1.003459282 0.111516323 0.134166605 0.970856554
2.378820795 0.121164310 0.260222853 1.011230550 0.111758357 0.135893943 0.973770780
2.418767470 0.116500824 0.260617395 1.019001819 0.112000612 0.137642784 0.976685005
2.458714145 0.111837338 0.261011938 1.026773087 0.112243087 0.139413128 0.979599231
2.498660819 0.107173852 0.261406480 1.034544356 0.112485783 0.141204976 0.982513457
2.538607494 0.102510366 0.261801023 1.042315625 0.112728699 0.143018327 0.985427682
2.578554169 0.097846880 0.262195566 1.050086893 0.112971835 0.144853182 0.988341908
2.618500843 0.093183394 0.262590108 1.057858162 0.113215192 0.146709540 0.991256134
2.658447518 0.088519908 0.262984651 1.065629430 0.113458770 0.148587402 0.994170360
2.698394193 0.083856421 0.263379194 1.073400699 0.113702568 0.150486767 0.997084585
